sobel: 2.5854s
canny: 1.2202s
kovalevsky: 0.6315s
         794736 function calls (772285 primitive calls) in 4.499 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      543    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       17    0.003    0.000    0.003    0.000 <frozen codecs>:1076(make_identity_dict)
     1947    0.002    0.000    0.002    0.000 {built-in method builtins.issubclass}
      629    0.001    0.000    0.002    0.000 _parser.py:372(_escape)
     3102    0.002    0.000    0.002    0.000 {built-in method _imp.acquire_lock}
       60    0.001    0.000    0.002    0.000 _dtype.py:350(_name_get)
        1    0.000    0.000    0.002    0.002 _array_api_compat_vendor.py:1(<module>)
        3    0.000    0.000    0.002    0.001 _typing.py:1(<module>)
       30    0.000    0.000    0.002    0.000 Image.py:3167(frombuffer)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _scimath_impl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 getlimits.py:167(_register_known_types)
     1183    0.001    0.000    0.002    0.000 _docscrape.py:49(read)
      546    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:232(__init__)
       14    0.000    0.000    0.002    0.000 hashlib.py:126(__get_openssl_constructor)
    219/5    0.000    0.000    0.002    0.000 ast.py:403(visit)
        1    0.000    0.000    0.002    0.002 _function_base_impl.py:1(<module>)
      135    0.002    0.000    0.002    0.000 <frozen _collections_abc>:469(__new__)
     1766    0.002    0.000    0.002    0.000 {method 'pop' of 'list' objects}
        1    0.001    0.001    0.002    0.002 pkgutil.py:1(<module>)
      577    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
    173/5    0.000    0.000    0.002    0.000 ast.py:409(generic_visit)
     3118    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.002    0.002 ImageEnhance.py:1(<module>)
      878    0.002    0.000    0.002    0.000 {method 'find' of 'bytearray' objects}
      404    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
        6    0.000    0.000    0.002    0.000 __init__.py:678(children)
        5    0.000    0.000    0.002    0.000 ast.py:34(parse)
       61    0.000    0.000    0.002    0.000 _internal.py:15(get_xp)
        5    0.000    0.000    0.002    0.000 warnings.py:133(filterwarnings)
      581    0.001    0.000    0.002    0.000 typing.py:1205(__getattr__)
        2    0.000    0.000    0.002    0.001 hashlib.py:82(__get_builtin_constructor)
     7539    0.002    0.000    0.002    0.000 typing.py:1630(<genexpr>)
      643    0.002    0.000    0.002    0.000 enum.py:79(_is_private)
      200    0.000    0.000    0.002    0.000 __init__.py:164(match)
       99    0.002    0.000    0.002    0.000 {built-in method _abc._abc_init}
     2000    0.002    0.000    0.002    0.000 _array_api.py:673(_render)
      360    0.001    0.000    0.002    0.000 _parser.py:86(opengroup)
     1010    0.001    0.000    0.002    0.000 <frozen _collections_abc>:804(get)
       40    0.000    0.000    0.002    0.000 edges.py:94(_reshape_nd)
       70    0.000    0.000    0.002    0.000 functools.py:521(decorating_function)
        2    0.000    0.000    0.002    0.001 dataclasses.py:568(_init_fn)
       82    0.000    0.000    0.002    0.000 __init__.py:757(normalize)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:1171(exec_module)
      585    0.000    0.000    0.002    0.000 {built-in method builtins.delattr}
        6    0.000    0.000    0.002    0.000 getlimits.py:35(__init__)
        1    0.000    0.000    0.002    0.002 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:469(StrFormatStyle)
       21    0.000    0.000    0.002    0.000 typing.py:1855(__new__)
      534    0.002    0.000    0.002    0.000 _inspect.py:65(getargs)
       83    0.000    0.000    0.002    0.000 typing.py:1600(__hash__)
       15    0.000    0.000    0.002    0.000 typing.py:1589(copy_with)
      210    0.001    0.000    0.002    0.000 _docscrape.py:531(_str_index)
       86    0.000    0.000    0.002    0.000 pathlib.py:1157(__init__)
       50    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1571(__init__)
       66    0.000    0.000    0.002    0.000 inspect.py:3097(replace)
        2    0.000    0.000    0.002    0.001 helper.py:1(<module>)
        3    0.000    0.000    0.002    0.001 sysconfig.py:751(get_config_var)
      5/4    0.000    0.000    0.002    0.000 sysconfig.py:711(get_config_vars)
        1    0.000    0.000    0.002    0.002 _utils_impl.py:1(<module>)
      714    0.001    0.000    0.002    0.000 enum.py:1543(_get_value)
        1    0.000    0.000    0.002    0.002 sysconfig.py:644(_init_config_vars)
      614    0.002    0.000    0.002    0.000 enum.py:849(__setattr__)
     1661    0.001    0.000    0.002    0.000 _parser.py:293(tell)
        1    0.000    0.000    0.002    0.002 _array_api_override.py:1(<module>)
        1    0.000    0.000    0.002    0.002 cp862.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _measurements.py:1(<module>)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        1    0.000    0.000    0.002    0.002 csv.py:1(<module>)
       27    0.000    0.000    0.002    0.000 enum.py:513(__prepare__)
     1631    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.002    0.002    0.002    0.002 _support_alternative_backends.py:18(_FuncInfo)
        1    0.000    0.000    0.002    0.002 loader.py:1(<module>)
        1    0.000    0.000    0.002    0.002 cp863.py:1(<module>)
      169    0.001    0.000    0.002    0.000 _parser.py:274(getuntil)
      543    0.002    0.000    0.002    0.000 {method 'splitlines' of 'str' objects}
       50    0.001    0.000    0.002    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.002    0.002 difflib.py:1(<module>)
      547    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
     1511    0.002    0.000    0.002    0.000 _docscrape.py:156(__setitem__)
       30    0.000    0.000    0.002    0.000 typing.py:1074(_generic_class_getitem)
       40    0.000    0.000    0.002    0.000 getlimits.py:112(_float_to_str)
      925    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:173(__exit__)
     1631    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.002    0.002 _arraysetops_impl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 string.py:69(__init_subclass__)
     2739    0.002    0.000    0.002    0.000 {method 'get' of 'mappingproxy' objects}
     1853    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.RLock' objects}
     1142    0.002    0.000    0.002    0.000 {method 'capitalize' of 'str' objects}
      584    0.002    0.000    0.002    0.000 enum.py:784(__delattr__)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
      115    0.000    0.000    0.002    0.000 _parser.py:231(__init__)
       40    0.000    0.000    0.002    0.000 fromnumeric.py:211(reshape)
        1    0.000    0.000    0.002    0.002 _type_check_impl.py:1(<module>)
     1833    0.002    0.000    0.002    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.002    0.002 _add_docstring.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cp850.py:1(<module>)
       41    0.000    0.000    0.001    0.000 typing.py:1417(copy_with)
        1    0.000    0.000    0.001    0.001 _add_docstring.py:27(_parse_docstrings)
     1175    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
       10    0.000    0.000    0.001    0.000 extras.py:250(__init__)
      222    0.000    0.000    0.001    0.000 inspect.py:302(isclass)
       86    0.001    0.000    0.001    0.000 pathlib.py:358(__init__)
      955    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
       10    0.000    0.000    0.001    0.000 extras.py:255(getdoc)
        1    0.000    0.000    0.001    0.001 _montage.py:1(<module>)
      729    0.001    0.000    0.001    0.000 enum.py:1128(__new__)
      467    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.001    0.001 _base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _meta.py:1(<module>)
       12    0.000    0.000    0.001    0.000 typing.py:2888(__new__)
      187    0.001    0.000    0.001    0.000 numerictypes.py:471(issubdtype)
      465    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:647(_check_name_wrapper)
        1    0.001    0.001    0.001    0.001 cp1252.py:1(<module>)
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
      134    0.000    0.000    0.001    0.000 ast.py:419(visit_Constant)
      426    0.001    0.000    0.001    0.000 socket.py:79(<lambda>)
     1418    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.001    0.001 iso2022_jp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sysconfig.py:537(_init_posix)
       91    0.001    0.000    0.001    0.000 Image.py:577(_new)
      511    0.001    0.000    0.001    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.001    0.001 _canny.py:1(<module>)
        1    0.000    0.000    0.001    0.001 errors.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cp856.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
     3102    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.001    0.001 argparse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 common_rules.py:1(<module>)
       18    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      610    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 gb18030.py:1(<module>)
       30    0.000    0.000    0.001    0.000 fromnumeric.py:89(_wrapreduction_any_all)
       10    0.000    0.000    0.001    0.000 typing.py:1476(__getitem__)
        1    0.000    0.000    0.001    0.001 __init__.py:436(PercentStyle)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
      430    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.001    0.001 cp1140.py:1(<module>)
       92    0.001    0.000    0.001    0.000 _collections.py:20(__missing__)
      126    0.001    0.000    0.001    0.000 _parser.py:449(_uniq)
     1787    0.001    0.000    0.001    0.000 {method 'isupper' of 'str' objects}
      115    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.001    0.001 ImageMode.py:1(<module>)
     2246    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
      543    0.001    0.000    0.001    0.000 {built-in method _imp.find_frozen}
      428    0.000    0.000    0.001    0.000 socket.py:89(<lambda>)
       95    0.001    0.000    0.001    0.000 inspect.py:176(get_annotations)
      716    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
       20    0.000    0.000    0.001    0.000 fromnumeric.py:2477(any)
        1    0.000    0.000    0.001    0.001 iso2022_kr.py:1(<module>)
      546    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
       46    0.001    0.000    0.001    0.000 _compiler.py:391(_mk_bitmap)
       19    0.000    0.000    0.001    0.000 arrayprint.py:1685(_array_str_implementation)
        1    0.000    0.000    0.001    0.001 printoptions.py:1(<module>)
       60    0.000    0.000    0.001    0.000 _dtype.py:334(_name_includes_bit_suffix)
       25    0.000    0.000    0.001    0.000 dtypes.py:30(_add_dtype_helper)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2382(_IPv6Constants)
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _polynomial_impl.py:1(<module>)
        2    0.000    0.000    0.001    0.000 sysconfig.py:636(get_path)
        4    0.000    0.000    0.001    0.000 _version.py:55(__init__)
        2    0.000    0.000    0.001    0.000 sysconfig.py:624(get_paths)
        1    0.000    0.000    0.001    0.001 cp1256.py:1(<module>)
      429    0.000    0.000    0.001    0.000 socket.py:94(<lambda>)
     1328    0.001    0.000    0.001    0.000 _parser.py:113(__init__)
        2    0.000    0.000    0.001    0.000 sysconfig.py:271(_expand_vars)
        1    0.000    0.000    0.001    0.001 ImageFile.py:1(<module>)
      210    0.000    0.000    0.001    0.000 _docscrape.py:460(_str_signature)
       19    0.000    0.000    0.001    0.000 arrayprint.py:550(wrapper)
      427    0.000    0.000    0.001    0.000 socket.py:84(<lambda>)
       35    0.000    0.000    0.001    0.000 ipaddress.py:2306(__init__)
   138/86    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
      311    0.000    0.000    0.001    0.000 function_base.py:473(_add_docstring)
       20    0.001    0.000    0.001    0.000 fromnumeric.py:41(_wrapit)
     1870    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
      552    0.001    0.000    0.001    0.000 enum.py:38(_is_descriptor)
     1694    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.001    0.001 _nanfunctions_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _twodim_base_impl.py:1(<module>)
      120    0.000    0.000    0.001    0.000 _ni_support.py:62(_normalize_sequence)
     1812    0.001    0.000    0.001    0.000 {built-in method _sre.unicode_iscased}
        2    0.000    0.000    0.001    0.000 dataclasses.py:661(_cmp_fn)
      169    0.001    0.000    0.001    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.001    0.001 numpy_lookfor.py:1(<module>)
       49    0.000    0.000    0.001    0.000 core.py:129(get_object_signature)
     4751    0.001    0.000    0.001    0.000 copy.py:172(_deepcopy_atomic)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ImageFilter.py:1(<module>)
        1    0.001    0.001    0.001    0.001 dtype.py:1(<module>)
        1    0.001    0.001    0.001    0.001 strings.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
       19    0.001    0.000    0.001    0.000 arrayprint.py:1678(_guarded_repr_or_str)
        1    0.000    0.000    0.001    0.001 _meta.py:8(PackageMetadata)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
       26    0.000    0.000    0.001    0.000 core.py:7101(__init__)
        1    0.001    0.001    0.001    0.001 cp863.py:28(StreamReader)
       26    0.000    0.000    0.001    0.000 core.py:7107(getdoc)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
